frame,NOSE_x,NOSE_y,NOSE_z,NOSE_v,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_v,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_v,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,LEFT_ELBOW_v,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,RIGHT_ELBOW_v,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,LEFT_WRIST_v,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,RIGHT_WRIST_v,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_v,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_v
10,0.5003541111946106,0.553146481513977,-0.8903663158416748,0.9999619722366333,0.7445781230926514,0.9172310829162598,-0.2825731337070465,0.9990639686584473,0.27330318093299866,0.9074128866195679,-0.35466015338897705,0.9994721412658691,0.8246803283691406,1.3338991403579712,-0.17050084471702576,0.11989926546812057,0.17062102258205414,1.3334213495254517,-0.24440018832683563,0.15845057368278503,0.7980270981788635,1.6980161666870117,-0.3518539369106293,0.016684452071785927,0.19360828399658203,1.6807589530944824,-0.600287139415741,0.03845445439219475,0.6540868282318115,1.7476332187652588,-0.044720932841300964,0.00035862511140294373,0.34461668133735657,1.7426190376281738,0.05056554451584816,0.0003822535800281912
11,0.5006253123283386,0.552730143070221,-0.8828529119491577,0.9999627470970154,0.7445019483566284,0.9172443151473999,-0.2819351851940155,0.9990140795707703,0.2732911705970764,0.9071988463401794,-0.3547278940677643,0.9994551539421082,0.8230651617050171,1.3340517282485962,-0.18064893782138824,0.11321233958005905,0.17041335999965668,1.333470344543457,-0.25534987449645996,0.15875625610351562,0.7961071133613586,1.697959542274475,-0.3676292896270752,0.016192426905035973,0.19327007234096527,1.6807774305343628,-0.6043303608894348,0.038783662021160126,0.6538605093955994,1.7468032836914062,-0.043793968856334686,0.0003453956451267004,0.3445757031440735,1.741737723350525,0.04962059482932091,0.0003667243872769177
12,0.5037879347801208,0.5506515502929688,-0.954062819480896,0.9999632239341736,0.7443979978561401,0.9172831773757935,-0.28543320298194885,0.998990535736084,0.27307450771331787,0.9074279069900513,-0.3854654133319855,0.9994269013404846,0.8211835622787476,1.3343744277954102,-0.18296891450881958,0.10751763731241226,0.17045271396636963,1.334856629371643,-0.26835715770721436,0.1600763499736786,0.7936722636222839,1.6980438232421875,-0.4171929955482483,0.015757225453853607,0.19348563253879547,1.6815730333328247,-0.6244212985038757,0.03858805075287819,0.6537289619445801,1.747917890548706,-0.042066868394613266,0.00033526073093526065,0.34458595514297485,1.7433792352676392,0.04793805629014969,0.00035312504041939974
13,0.5070732235908508,0.5480812788009644,-1.0212632417678833,0.9999639987945557,0.7442675828933716,0.9176931381225586,-0.2977398931980133,0.9989801049232483,0.2719745934009552,0.9089062809944153,-0.41800424456596375,0.9993938207626343,0.8205364346504211,1.3369404077529907,-0.19939666986465454,0.1025644913315773,0.1705232560634613,1.340761661529541,-0.3154580295085907,0.15985547006130219,0.791071891784668,1.6989281177520752,-0.4777236878871918,0.015544496476650238,0.19460906088352203,1.6854439973831177,-0.730231761932373,0.03829824924468994,0.6536759734153748,1.7519612312316895,-0.0405399352312088,0.00032752827974036336,0.3446141183376312,1.7482556104660034,0.04652926325798035,0.00034125044476240873
14,0.512832522392273,0.5476287603378296,-1.1330987215042114,0.999964714050293,0.7442666888237,0.9180426001548767,-0.3203616738319397,0.9989869594573975,0.27148711681365967,0.911014974117279,-0.46802225708961487,0.9993631839752197,0.8193072080612183,1.3383208513259888,-0.23885472118854523,0.09860580414533615,0.1720147430896759,1.350593090057373,-0.3802061676979065,0.16259172558784485,0.7899800539016724,1.6989079713821411,-0.6005769968032837,0.015482593327760696,0.19735702872276306,1.6883742809295654,-0.8571882843971252,0.03793688490986824,0.6541757583618164,1.756146788597107,-0.03998949006199837,0.0003326837904751301,0.3454214036464691,1.7531441450119019,0.04604673013091087,0.00034008946386165917
15,0.527881383895874,0.547621488571167,-1.1625314950942993,0.9999639391899109,0.7440195083618164,0.9180976152420044,-0.32253536581993103,0.9989801645278931,0.27128922939300537,0.9140555262565613,-0.49433544278144836,0.9993153214454651,0.8192519545555115,1.3366591930389404,-0.24289081990718842,0.0963192954659462,0.17410361766815186,1.3635263442993164,-0.3942325711250305,0.1705733686685562,0.7901965379714966,1.697810173034668,-0.6318162679672241,0.015807947143912315,0.2014426738023758,1.6938087940216064,-0.8403707146644592,0.03833969682455063,0.6555274128913879,1.7596435546875,-0.03948114439845085,0.0003540546167641878,0.3481897711753845,1.7605751752853394,0.045531269162893295,0.00035238495911471546
16,0.5407625436782837,0.547902524471283,-1.195685625076294,0.9999629855155945,0.7440962791442871,0.9204916954040527,-0.33144888281822205,0.9989669322967529,0.2710275948047638,0.9187105894088745,-0.5345701575279236,0.9992781281471252,0.8201352953910828,1.3380178213119507,-0.2333558052778244,0.09500345587730408,0.17411677539348602,1.3773401975631714,-0.39560553431510925,0.18124940991401672,0.7931766510009766,1.7011762857437134,-0.5596968531608582,0.01602141186594963,0.2035508155822754,1.7104623317718506,-0.7893409132957458,0.03866339847445488,0.6565526127815247,1.770495057106018,-0.035984210669994354,0.0003718116495292634,0.3485510051250458,1.772384524345398,0.042052023112773895,0.00036176913999952376
17,0.5581691861152649,0.5475059151649475,-1.155202865600586,0.999961793422699,0.7447783350944519,0.9245507717132568,-0.33222469687461853,0.9989600777626038,0.27074384689331055,0.9241857528686523,-0.5498532652854919,0.9992364645004272,0.8232808113098145,1.3398923873901367,-0.19089998304843903,0.09493693709373474,0.17413049936294556,1.3874330520629883,-0.37858569622039795,0.18560785055160522,0.7964237332344055,1.7087154388427734,-0.4965204894542694,0.016400743275880814,0.2057391107082367,1.7250666618347168,-0.7873803377151489,0.03916476294398308,0.6573808789253235,1.7780214548110962,-0.0316682904958725,0.00037160873762331903,0.3486638069152832,1.780701756477356,0.03759070113301277,0.00035572549677453935
18,0.582470715045929,0.5475949048995972,-1.1181813478469849,0.9999580979347229,0.7452553510665894,0.9264002442359924,-0.3117777705192566,0.9989526867866516,0.2707684338092804,0.9258527159690857,-0.5538462400436401,0.9992058873176575,0.8248856663703918,1.3398475646972656,-0.05604391545057297,0.09602681547403336,0.17413491010665894,1.386393427848816,-0.36288726329803467,0.19599446654319763,0.8006694316864014,1.7107906341552734,-0.23140095174312592,0.01708127185702324,0.20795617997646332,1.725059151649475,-0.6048360466957092,0.039724357426166534,0.657882571220398,1.7788952589035034,-0.023075589910149574,0.00038431381108239293,0.349202036857605,1.7821272611618042,0.028479497879743576,0.00035918521462008357
19,0.605706512928009,0.5477176904678345,-1.0939676761627197,0.9999514222145081,0.7455704212188721,0.9268777370452881,-0.35279491543769836,0.9989514946937561,0.2709311544895172,0.9272928237915039,-0.6888827085494995,0.9991808533668518,0.8259791135787964,1.3398330211639404,-0.061426274478435516,0.10370521992444992,0.17561043798923492,1.3869379758834839,-0.47742921113967896,0.20972280204296112,0.8069141507148743,1.7116060256958008,-0.13801997900009155,0.018566932529211044,0.21201655268669128,1.725186824798584,-0.6035304069519043,0.04072888195514679,0.6581828594207764,1.7753303050994873,-0.01074758917093277,0.0004061000654473901,0.34969690442085266,1.7808260917663574,0.015461346134543419,0.000368485547369346
20,0.6152851581573486,0.5468727350234985,-0.8664482831954956,0.999938428401947,0.7439671754837036,0.9272882342338562,-0.2858622372150421,0.9989149570465088,0.2707262933254242,0.9288434386253357,-0.6360454559326172,0.9991693496704102,0.8242177963256836,1.340175747871399,-0.016288574784994125,0.10826361924409866,0.17665740847587585,1.3894151449203491,-0.4873184263706207,0.21798761188983917,0.8069449663162231,1.712969422340393,-0.07178863883018494,0.019250810146331787,0.21394823491573334,1.7276297807693481,-0.5889348983764648,0.04231076315045357,0.6563907265663147,1.7747244834899902,0.004965057596564293,0.0004305462643969804,0.34953922033309937,1.7798762321472168,-0.0007227488094940782,0.0003849719651043415
21,0.6251275539398193,0.5464073419570923,-0.8380478024482727,0.999919056892395,0.742117702960968,0.9276946187019348,-0.26001137495040894,0.998866856098175,0.27060091495513916,0.9301415085792542,-0.6205334663391113,0.9991371631622314,0.8242698311805725,1.3402466773986816,-0.007149841170758009,0.11326593905687332,0.17686404287815094,1.394330382347107,-0.4928798973560333,0.22683344781398773,0.8084995746612549,1.7138463258743286,-0.06674591451883316,0.01972869783639908,0.2148050218820572,1.729118824005127,-0.5991669297218323,0.04320210590958595,0.6554173231124878,1.7744967937469482,0.010851537808775902,0.00046579353511333466,0.34955066442489624,1.7789852619171143,-0.006652467418462038,0.00040766748134046793
22,0.6376063227653503,0.5455824732780457,-0.8324168920516968,0.9998928904533386,0.7408285737037659,0.9278927445411682,-0.2559967339038849,0.9987569451332092,0.2716028690338135,0.9311820268630981,-0.6604602336883545,0.9990906715393066,0.8243287205696106,1.3402799367904663,0.01008628774434328,0.11610817164182663,0.17931891977787018,1.4000128507614136,-0.5505410432815552,0.23521670699119568,0.8099449872970581,1.7136727571487427,-0.031070105731487274,0.020304929465055466,0.21492111682891846,1.731231689453125,-0.6408199667930603,0.045876432210206985,0.6542199850082397,1.7724517583847046,0.014958810992538929,0.00047117398935370147,0.3494505286216736,1.77703058719635,-0.010678294114768505,0.00040581877692602575
23,0.6402113437652588,0.5462049245834351,-0.7990337610244751,0.9998699426651001,0.7405803203582764,0.9280989170074463,-0.22727298736572266,0.998727023601532,0.2733343243598938,0.9314831495285034,-0.650686502456665,0.9990733861923218,0.8252667784690857,1.3412829637527466,0.012865271419286728,0.11725497245788574,0.18153978884220123,1.400673747062683,-0.548730731010437,0.23982755839824677,0.8211771249771118,1.714249849319458,-0.07234380394220352,0.02036333456635475,0.21491234004497528,1.7328789234161377,-0.6520090103149414,0.045642390847206116,0.6541783809661865,1.7722910642623901,0.0263413954526186,0.0004884281079284847,0.3510134518146515,1.7764965295791626,-0.02188921719789505,0.0004165640566498041
24,0.6447644829750061,0.5478695631027222,-0.8365388512611389,0.9998440146446228,0.7398878335952759,0.9304029941558838,-0.2402457594871521,0.9986663460731506,0.274781733751297,0.9319096803665161,-0.6882922053337097,0.9990230202674866,0.8251737356185913,1.3455712795257568,-0.002189992694184184,0.11795812100172043,0.1811825931072235,1.3996436595916748,-0.5797281861305237,0.24170035123825073,0.82652348279953,1.7140716314315796,-0.07777122408151627,0.020845288410782814,0.21416106820106506,1.7335772514343262,-0.6753888130187988,0.04511937499046326,0.6525149345397949,1.770287036895752,0.03170808404684067,0.00048390886513516307,0.35090509057044983,1.7725982666015625,-0.027157846838235855,0.0004082319210283458
25,0.6438643932342529,0.5479578971862793,-0.8231917023658752,0.9998087882995605,0.7398973703384399,0.9322126507759094,-0.21567460894584656,0.9985577464103699,0.27688857913017273,0.9318830966949463,-0.678601086139679,0.9989836812019348,0.82557612657547,1.3471006155014038,0.04590332880616188,0.1183336153626442,0.17911362648010254,1.3920148611068726,-0.5616031289100647,0.24933326244354248,0.829919159412384,1.7139064073562622,-0.01900106854736805,0.021239755675196648,0.2122591882944107,1.7240861654281616,-0.6730521321296692,0.045437563210725784,0.6506946086883545,1.7718026638031006,0.039347127079963684,0.000491632497869432,0.3507315516471863,1.7724024057388306,-0.03481903299689293,0.000413067959016189
26,0.6426986455917358,0.548845112323761,-0.776246964931488,0.9997885823249817,0.7396523356437683,0.9334805011749268,-0.20458151400089264,0.9984537959098816,0.27814969420433044,0.9319416284561157,-0.6580755114555359,0.9989463090896606,0.8255757689476013,1.3469617366790771,0.06497521698474884,0.11763077229261398,0.17765581607818604,1.3871029615402222,-0.5414274334907532,0.2552869915962219,0.8316605091094971,1.7124688625335693,0.04396004229784012,0.021415289491415024,0.20900654792785645,1.7164398431777954,-0.6384658217430115,0.04567868635058403,0.6496657133102417,1.7721508741378784,0.03773399069905281,0.0005021383985877037,0.35072317719459534,1.772313117980957,-0.033263131976127625,0.0004194292123429477
27,0.6424905061721802,0.5507506132125854,-0.7630725502967834,0.9997711181640625,0.7387933135032654,0.9346355199813843,-0.20057642459869385,0.9984045028686523,0.2794559895992279,0.9319447875022888,-0.6505348086357117,0.9989292025566101,0.8247676491737366,1.346462607383728,0.08278263360261917,0.11956171691417694,0.1773359179496765,1.3826245069503784,-0.5389118790626526,0.2654581367969513,0.8317233324050903,1.7120550870895386,0.08705020695924759,0.021734045818448067,0.20828983187675476,1.71407949924469,-0.6177642941474915,0.04601679742336273,0.6480510234832764,1.772007942199707,0.03803011029958725,0.0005226800567470491,0.3507120907306671,1.7720521688461304,-0.033643025904893875,0.0004325529735069722
28,0.6419358849525452,0.5529314279556274,-0.9484981894493103,0.9997450709342957,0.7384725213050842,0.9357060194015503,-0.24099081754684448,0.9983724355697632,0.27955663204193115,0.9320943355560303,-0.7744705677032471,0.9988874197006226,0.8247801661491394,1.3464418649673462,0.06699672341346741,0.1266111135482788,0.1773710548877716,1.381883978843689,-0.6173288226127625,0.27504536509513855,0.8353033661842346,1.711546778678894,0.0331948846578598,0.022793760523200035,0.2084784060716629,1.7119312286376953,-0.6900125741958618,0.045426107943058014,0.6476598381996155,1.771903157234192,0.04634203389286995,0.0005323000950738788,0.350175678730011,1.7709190845489502,-0.04179450124502182,0.0004350030212663114
29,0.6424757838249207,0.5536845326423645,-1.030866026878357,0.999723494052887,0.7380036115646362,0.9346147179603577,-0.29046928882598877,0.9983400702476501,0.2798807621002197,0.9321807026863098,-0.8265558481216431,0.9988499283790588,0.823993444442749,1.345990538597107,0.031149189919233322,0.13188496232032776,0.17848344147205353,1.3847525119781494,-0.6786391735076904,0.28127267956733704,0.8346519470214844,1.711394190788269,-0.06443431973457336,0.023340679705142975,0.20908239483833313,1.720296859741211,-0.7913540005683899,0.04564591497182846,0.6476648449897766,1.7648725509643555,0.04889053478837013,0.0005228575319051743,0.35016176104545593,1.7625162601470947,-0.044225793331861496,0.00042437578667886555
30,0.64207524061203,0.5518131256103516,-1.0856621265411377,0.999721109867096,0.7380455136299133,0.9307483434677124,-0.28453004360198975,0.9983662366867065,0.27988043427467346,0.9317083358764648,-0.7614636421203613,0.9988297820091248,0.8202502131462097,1.3447222709655762,0.04477900639176369,0.13257049024105072,0.17757345736026764,1.3800872564315796,-0.6724787354469299,0.2936183512210846,0.8257283568382263,1.7112077474594116,-0.09689246118068695,0.023433007299900055,0.20915338397026062,1.7168622016906738,-0.7505800724029541,0.045777350664138794,0.6493690013885498,1.7650214433670044,0.045365504920482635,0.0005629737861454487,0.35121721029281616,1.7640520334243774,-0.040486328303813934,0.00045002493425272405
31,0.632368803024292,0.5497798323631287,-1.201302170753479,0.9997137188911438,0.7386602759361267,0.930422306060791,-0.3363994359970093,0.998298168182373,0.2793481945991516,0.9311445355415344,-0.7374938726425171,0.9987253546714783,0.8200428485870361,1.3449617624282837,-0.10216912627220154,0.13272663950920105,0.17733462154865265,1.3814680576324463,-0.6206778287887573,0.2966133654117584,0.8201920986175537,1.7124477624893188,-0.39154505729675293,0.02329021506011486,0.2084401249885559,1.7171770334243774,-0.7809861898422241,0.04587515443563461,0.6500356197357178,1.7669825553894043,0.024449115619063377,0.0005705812945961952,0.35081544518470764,1.7659798860549927,-0.01923343539237976,0.00045572649105452
32,0.6176475882530212,0.5450047254562378,-1.1587735414505005,0.9997225999832153,0.740522027015686,0.9294975399971008,-0.31730425357818604,0.9982972741127014,0.27967357635498047,0.9280894994735718,-0.64829421043396,0.9986690878868103,0.8214106559753418,1.3443821668624878,-0.09605972468852997,0.13158296048641205,0.1784307360649109,1.3784000873565674,-0.47860249876976013,0.29837775230407715,0.8201795816421509,1.7122029066085815,-0.39374884963035583,0.023369785398244858,0.2095237523317337,1.7121771574020386,-0.7545599341392517,0.04561782255768776,0.6567609906196594,1.7678030729293823,0.009137704037129879,0.0005946194287389517,0.35443469882011414,1.7672957181930542,-0.0038740569725632668,0.0004722427111119032
33,0.5846341848373413,0.5434030890464783,-1.1442712545394897,0.9997439980506897,0.7406837940216064,0.9282379150390625,-0.31567296385765076,0.9983336925506592,0.27920103073120117,0.9243872761726379,-0.5667912364006042,0.9986947178840637,0.8223285675048828,1.3433666229248047,-0.13605175912380219,0.12527482211589813,0.17588825523853302,1.37124764919281,-0.39309749007225037,0.2934700548648834,0.8171994686126709,1.7092105150222778,-0.43319016695022583,0.022674405947327614,0.20768018066883087,1.7103387117385864,-0.7244946956634521,0.04484451189637184,0.6570678353309631,1.7678077220916748,-0.006475287489593029,0.0005782569060102105,0.35435783863067627,1.767302393913269,0.01209486834704876,0.00046119990292936563
34,0.5548200011253357,0.5411962866783142,-1.1683084964752197,0.9997648000717163,0.7397234439849854,0.9261523485183716,-0.3280087411403656,0.9983119964599609,0.27791035175323486,0.9155743718147278,-0.5230768918991089,0.9987300038337708,0.8213652968406677,1.342348337173462,-0.1483319103717804,0.1187167689204216,0.17574535310268402,1.3576819896697998,-0.35785603523254395,0.2866899371147156,0.806606650352478,1.7037566900253296,-0.41367989778518677,0.021747052669525146,0.20696911215782166,1.69785475730896,-0.721554696559906,0.04461340978741646,0.6564065217971802,1.7587488889694214,-0.019305992871522903,0.0005477741360664368,0.3510410189628601,1.7537384033203125,0.02507689595222473,0.0004392704286146909
35,0.5269108414649963,0.5347678065299988,-1.19733464717865,0.999785304069519,0.7393607497215271,0.9222549200057983,-0.3564520478248596,0.9983133673667908,0.2776678502559662,0.9068844318389893,-0.4976072609424591,0.9987883567810059,0.8210119009017944,1.3412638902664185,-0.21434436738491058,0.11367372423410416,0.17627543210983276,1.3455524444580078,-0.3496517539024353,0.2827932834625244,0.8019707798957825,1.6988015174865723,-0.5308904647827148,0.02102271281182766,0.20688533782958984,1.6805492639541626,-0.7469754815101624,0.0460410937666893,0.6555852890014648,1.7493699789047241,-0.03596276417374611,0.0005220926832407713,0.3482467532157898,1.7418348789215088,0.04177146404981613,0.0004246518947184086
36,0.500153124332428,0.5289567112922668,-1.1907645463943481,0.999802827835083,0.739340603351593,0.9178048968315125,-0.37699389457702637,0.998284637928009,0.2773229777812958,0.8977044224739075,-0.479287713766098,0.998856246471405,0.8214064836502075,1.341086983680725,-0.2598683536052704,0.10935555398464203,0.17605338990688324,1.3298543691635132,-0.3526715636253357,0.28383541107177734,0.7994428277015686,1.6935123205184937,-0.5790594220161438,0.020400816574692726,0.2064329981803894,1.6658798456192017,-0.7886008620262146,0.04907296970486641,0.654456377029419,1.7455130815505981,-0.038918692618608475,0.0005084157455712557,0.34499484300613403,1.733733057975769,0.044731903821229935,0.0004246575990691781
37,0.4724048376083374,0.5292970538139343,-1.0677740573883057,0.999815821647644,0.7396149635314941,0.9167094826698303,-0.3720030188560486,0.9981538653373718,0.2765163779258728,0.8933659195899963,-0.417967289686203,0.9989047646522522,0.8249303102493286,1.3455352783203125,-0.25579261779785156,0.10267823934555054,0.17217698693275452,1.3173373937606812,-0.31281471252441406,0.27257782220840454,0.7981683015823364,1.6937429904937744,-0.49063190817832947,0.019286412745714188,0.201716810464859,1.6628257036209106,-0.7569175362586975,0.04827282205224037,0.6505147218704224,1.745432734489441,-0.03914622589945793,0.0004801054310519248,0.34085264801979065,1.7310421466827393,0.04506204277276993,0.0004084947577212006
38,0.44011878967285156,0.5278738141059875,-0.788934588432312,0.9998258948326111,0.7412354350090027,0.9167646765708923,-0.40465766191482544,0.9977479577064514,0.2766282856464386,0.890699028968811,-0.32768189907073975,0.9989452362060547,0.8286771774291992,1.3602018356323242,-0.31291791796684265,0.09553878009319305,0.16970382630825043,1.3004456758499146,-0.24829114973545074,0.25656256079673767,0.7892388105392456,1.7027474641799927,-0.4510185122489929,0.018404200673103333,0.19449543952941895,1.6559922695159912,-0.651459276676178,0.04756465554237366,0.6475715637207031,1.7472786903381348,-0.04297550395131111,0.0004456110473256558,0.3373490869998932,1.7321776151657104,0.04916410520672798,0.0003883547324221581
