frame,NOSE_x,NOSE_y,NOSE_z,NOSE_v,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_v,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_v
27,0.4923892617225647,0.6197527647018433,-0.7819109559059143,0.9999690651893616,0.7282376289367676,0.9129178524017334,-0.201080322265625,0.9972472190856934,0.2766420543193817,0.8900533318519592,-0.18791429698467255,0.9988799691200256
28,0.49179404973983765,0.6237995624542236,-0.757951557636261,0.9999651908874512,0.7279454469680786,0.91260826587677,-0.19502905011177063,0.9972522258758545,0.27664825320243835,0.8900443315505981,-0.18171128630638123,0.9988694190979004
29,0.4918028712272644,0.6271066665649414,-0.7782934904098511,0.9999642372131348,0.7275325655937195,0.9125208258628845,-0.19225667417049408,0.997270941734314,0.2746630012989044,0.8909121155738831,-0.1862621158361435,0.9988501071929932
30,0.49162620306015015,0.6315081119537354,-0.763884425163269,0.999964714050293,0.7272014617919922,0.9121995568275452,-0.18815100193023682,0.9972875714302063,0.2737688422203064,0.8912585973739624,-0.1815599501132965,0.9988412261009216
31,0.4916788637638092,0.640321671962738,-0.7558812499046326,0.999964714050293,0.7262524366378784,0.911738395690918,-0.18075361847877502,0.9973114132881165,0.2729285657405853,0.8918339014053345,-0.1782153844833374,0.998824954032898
32,0.4914109408855438,0.645740807056427,-0.7587789297103882,0.9999638199806213,0.726068913936615,0.911407470703125,-0.1804490089416504,0.9973414540290833,0.27267032861709595,0.8918876647949219,-0.17765389382839203,0.9988043904304504
33,0.4931217432022095,0.6566058397293091,-0.8206130266189575,0.9999622702598572,0.7258395552635193,0.9109318852424622,-0.1898607611656189,0.9973711371421814,0.27188724279403687,0.892886757850647,-0.19502146542072296,0.9987695217132568
34,0.49325814843177795,0.6619748473167419,-0.8529148697853088,0.9999592900276184,0.7255725860595703,0.9108454585075378,-0.21293208003044128,0.997408390045166,0.2717653214931488,0.8928226232528687,-0.20454999804496765,0.9987404942512512
35,0.494132936000824,0.6698638200759888,-0.8427571058273315,0.9999486207962036,0.7253704071044922,0.9108468890190125,-0.23205263912677765,0.9973899126052856,0.27029451727867126,0.8933857679367065,-0.22575034201145172,0.9987411499023438
36,0.49426326155662537,0.6759722232818604,-0.8571879863739014,0.9999365210533142,0.7252891659736633,0.9110689759254456,-0.27250936627388,0.997369647026062,0.2702883780002594,0.8931899070739746,-0.2563536763191223,0.9987404346466064
37,0.4949289858341217,0.6800580620765686,-0.8440638184547424,0.999924898147583,0.725447416305542,0.9114757776260376,-0.2957909107208252,0.9973893165588379,0.2700134515762329,0.8938475847244263,-0.28227806091308594,0.9987653493881226
38,0.4949661195278168,0.6879172325134277,-0.8344539403915405,0.9999123811721802,0.7257970571517944,0.9121902585029602,-0.3027462065219879,0.997450053691864,0.2696879208087921,0.8945655226707458,-0.2818711996078491,0.9987940788269043
39,0.4944044351577759,0.6934264898300171,-0.8293423056602478,0.9998988509178162,0.7264333367347717,0.9141180515289307,-0.3018091320991516,0.9974310994148254,0.2691954970359802,0.8959593772888184,-0.27596163749694824,0.9988099932670593
40,0.49379685521125793,0.6995511054992676,-0.8283980488777161,0.9998875260353088,0.7269439101219177,0.9149326086044312,-0.30056872963905334,0.9974703788757324,0.2690861225128174,0.8964809775352478,-0.27154552936553955,0.9988395571708679
41,0.49222439527511597,0.7015163898468018,-0.8248130083084106,0.9998769164085388,0.7279707193374634,0.9157995581626892,-0.29978713393211365,0.997434139251709,0.2695425748825073,0.8963924646377563,-0.26798221468925476,0.9988572597503662
42,0.4926954507827759,0.7012953758239746,-0.8067779541015625,0.9998700618743896,0.7287399172782898,0.9167802333831787,-0.295027494430542,0.9974315762519836,0.2695382833480835,0.8962187767028809,-0.26512250304222107,0.9988847374916077
43,0.4922662675380707,0.7013091444969177,-0.764018714427948,0.9998653531074524,0.7296314835548401,0.9182182550430298,-0.2914147973060608,0.997412919998169,0.26934123039245605,0.8961828351020813,-0.26356273889541626,0.998916506767273
44,0.49147456884384155,0.700545608997345,-0.7407081127166748,0.999861478805542,0.7308357357978821,0.9187880754470825,-0.2909489870071411,0.9973946213722229,0.2693706750869751,0.8961695432662964,-0.26249539852142334,0.9989319443702698
45,0.49143123626708984,0.7014718651771545,-0.7385430335998535,0.999860405921936,0.7311339974403381,0.9193522930145264,-0.28994518518447876,0.9973867535591125,0.26936623454093933,0.8961764574050903,-0.26153144240379333,0.9989358186721802
46,0.49209064245224,0.7046957015991211,-0.7455813884735107,0.9998534321784973,0.7317159175872803,0.9195016622543335,-0.298165500164032,0.997379720211029,0.2693183422088623,0.8965966701507568,-0.2625669538974762,0.9989383220672607
47,0.4955548942089081,0.7070589661598206,-0.7391872406005859,0.9998521208763123,0.7317807674407959,0.9197013974189758,-0.28259673714637756,0.9974130988121033,0.26891931891441345,0.8975950479507446,-0.2557325065135956,0.9989464282989502
48,0.4959299862384796,0.7120633721351624,-0.7503817677497864,0.9998465180397034,0.731726348400116,0.919790506362915,-0.28796619176864624,0.9974234700202942,0.26877424120903015,0.8979247212409973,-0.2557971775531769,0.9989562034606934
49,0.49461063742637634,0.7160072922706604,-0.7503774166107178,0.9998398423194885,0.731711745262146,0.9200467467308044,-0.29080730676651,0.9974237084388733,0.2687980532646179,0.8979287147521973,-0.2503003180027008,0.9989659786224365
50,0.49285414814949036,0.7172769904136658,-0.7510533928871155,0.9998341202735901,0.7322425842285156,0.9204217791557312,-0.2939532399177551,0.9974473714828491,0.2695552110671997,0.8979331851005554,-0.24823379516601562,0.9989429116249084
51,0.49152860045433044,0.7174414992332458,-0.7523691058158875,0.9998202919960022,0.73334801197052,0.9205687046051025,-0.30205678939819336,0.9974057674407959,0.2706388831138611,0.8981900811195374,-0.2499484270811081,0.9988897442817688
52,0.4896993041038513,0.7173129320144653,-0.745364785194397,0.9998138546943665,0.733534574508667,0.9206794500350952,-0.3010028004646301,0.997346043586731,0.271089643239975,0.8983583450317383,-0.24730335175991058,0.9988689422607422
53,0.48950663208961487,0.7173239588737488,-0.7347914576530457,0.9998083710670471,0.734486997127533,0.9210326075553894,-0.30024823546409607,0.9973345398902893,0.27115175127983093,0.9001049399375916,-0.24388159811496735,0.9988483786582947
54,0.49069496989250183,0.7168153524398804,-0.7459877133369446,0.9998101592063904,0.734650194644928,0.9210609197616577,-0.299784392118454,0.9974064826965332,0.27099528908729553,0.9001034498214722,-0.25816792249679565,0.9988444447517395
55,0.4908003509044647,0.7153609991073608,-0.7613059878349304,0.9998117089271545,0.7357763648033142,0.9213854670524597,-0.3018871545791626,0.9974625110626221,0.2715066075325012,0.9001424908638,-0.26658469438552856,0.9988031983375549
56,0.49048247933387756,0.7139608860015869,-0.7697441577911377,0.9998177289962769,0.7360787987709045,0.9214779138565063,-0.30253836512565613,0.9975456595420837,0.27205076813697815,0.9001597166061401,-0.2682119905948639,0.9987887740135193
57,0.489973783493042,0.7128044366836548,-0.7502759099006653,0.9998147487640381,0.7361143231391907,0.9215047359466553,-0.3023238182067871,0.9975764155387878,0.2721947431564331,0.9002857804298401,-0.26432669162750244,0.9987481236457825
58,0.48978832364082336,0.7095098495483398,-0.7369660139083862,0.9998028874397278,0.7364919185638428,0.9219177961349487,-0.30204617977142334,0.9975287914276123,0.27261459827423096,0.9004254937171936,-0.25164803862571716,0.998693585395813
59,0.4881495237350464,0.7089980244636536,-0.7360016107559204,0.999796986579895,0.7372154593467712,0.9238927960395813,-0.30328506231307983,0.9975268840789795,0.27266132831573486,0.9006012082099915,-0.24375514686107635,0.9986670017242432
60,0.4865131080150604,0.7077677249908447,-0.7348564863204956,0.9997968673706055,0.7372044920921326,0.9245095252990723,-0.30353859066963196,0.9975557923316956,0.2722986340522766,0.901606559753418,-0.24367627501487732,0.9986869096755981
61,0.4864378273487091,0.7069413661956787,-0.7425224781036377,0.9997941255569458,0.7366812229156494,0.9246219396591187,-0.30368179082870483,0.9975956678390503,0.2721034288406372,0.9022853374481201,-0.24536064267158508,0.9986993074417114
62,0.4862847328186035,0.7040418982505798,-0.7427870035171509,0.9997957944869995,0.7364358305931091,0.9250707030296326,-0.2984514832496643,0.9976270794868469,0.2715424597263336,0.9029152989387512,-0.24541044235229492,0.9987097978591919
63,0.4850640296936035,0.6962645053863525,-0.7463100552558899,0.9997968673706055,0.7364383935928345,0.9253333806991577,-0.2971556782722473,0.9976612329483032,0.2715212106704712,0.9029308557510376,-0.24706155061721802,0.9987151622772217
64,0.485103964805603,0.6887867450714111,-0.7411840558052063,0.9997993111610413,0.7364204525947571,0.9254104495048523,-0.2841278314590454,0.9977039694786072,0.2711307108402252,0.9029384255409241,-0.2453577071428299,0.998714804649353
65,0.49112468957901,0.686317503452301,-0.755696177482605,0.9998030662536621,0.7363248467445374,0.9252321720123291,-0.284127414226532,0.9977668523788452,0.2701762020587921,0.9034407734870911,-0.2593071162700653,0.9987189769744873
66,0.4957267940044403,0.6843133568763733,-0.7367159724235535,0.9998096823692322,0.7358669638633728,0.9252105951309204,-0.2649562358856201,0.9978287220001221,0.2685885727405548,0.9037102460861206,-0.25116363167762756,0.9987359642982483
67,0.49632376432418823,0.6732784509658813,-0.7374226450920105,0.9998162388801575,0.7353312969207764,0.9247696995735168,-0.2624993324279785,0.9978693723678589,0.2678006887435913,0.9038003087043762,-0.25036290287971497,0.9987545013427734
68,0.4968438148498535,0.6619236469268799,-0.7297303080558777,0.9998260140419006,0.7336191534996033,0.9241281151771545,-0.24609781801700592,0.9979123473167419,0.26700231432914734,0.9038922786712646,-0.24872151017189026,0.9987806677818298
69,0.4973871409893036,0.645848274230957,-0.730585515499115,0.9998348951339722,0.7321799397468567,0.9231443405151367,-0.240280881524086,0.997921884059906,0.26668381690979004,0.9039135575294495,-0.24898941814899445,0.9987971186637878
70,0.4972068965435028,0.6393330097198486,-0.7309914827346802,0.9998434782028198,0.7316328883171082,0.9224478602409363,-0.2431640625,0.9979264140129089,0.267016738653183,0.9034357666969299,-0.2488870620727539,0.9988201260566711
71,0.497109591960907,0.6310753226280212,-0.7315172553062439,0.9998540282249451,0.7314059138298035,0.9222078323364258,-0.23209941387176514,0.9979107975959778,0.2672043740749359,0.9033746719360352,-0.24753287434577942,0.998833417892456
72,0.4970230162143707,0.6240278482437134,-0.7276860475540161,0.9998629689216614,0.7314367294311523,0.9222188591957092,-0.2357962280511856,0.9979387521743774,0.26729506254196167,0.9033345580101013,-0.2519841194152832,0.9988527894020081
73,0.4969620406627655,0.6178815960884094,-0.7247289419174194,0.9998716115951538,0.731282114982605,0.9221413731575012,-0.23793688416481018,0.9979451298713684,0.2673448324203491,0.9033704400062561,-0.2618680000305176,0.9988691806793213
74,0.4969266653060913,0.6113882064819336,-0.7031548619270325,0.999880850315094,0.7311843633651733,0.9220600724220276,-0.23246537148952484,0.9979931116104126,0.26753461360931396,0.9036758542060852,-0.2615441679954529,0.9988979697227478
75,0.4978155493736267,0.5996255278587341,-0.698102593421936,0.9998897314071655,0.7312188744544983,0.9218122959136963,-0.22699260711669922,0.9980130791664124,0.2676180899143219,0.9037001729011536,-0.2611837387084961,0.998927652835846
76,0.5003365874290466,0.5911358594894409,-0.6895650029182434,0.9998982548713684,0.731205940246582,0.9217442274093628,-0.21469129621982574,0.998024582862854,0.2673105299472809,0.9045293927192688,-0.26080456376075745,0.9989568591117859
77,0.502400279045105,0.582038938999176,-0.6931580305099487,0.9999065399169922,0.7312830090522766,0.9214282631874084,-0.2167576402425766,0.9980319738388062,0.267214298248291,0.9046152830123901,-0.26521047949790955,0.9989825487136841
78,0.5025262236595154,0.5663741827011108,-0.6735125184059143,0.9999136924743652,0.7314012050628662,0.9209375381469727,-0.20213714241981506,0.9980252385139465,0.2668881118297577,0.9050742983818054,-0.2618248164653778,0.9990039467811584
79,0.5025575160980225,0.5544849038124084,-0.6793211698532104,0.9999199509620667,0.7315020561218262,0.920922577381134,-0.20398536324501038,0.998030424118042,0.26661694049835205,0.9050225019454956,-0.26768696308135986,0.9990254044532776
80,0.5025449991226196,0.5435393452644348,-0.6817849278450012,0.9999257922172546,0.7316980361938477,0.9208837151527405,-0.2030736356973648,0.9980235695838928,0.266616553068161,0.9049419164657593,-0.2692221701145172,0.9990435242652893
81,0.5025106072425842,0.5289651155471802,-0.6781145930290222,0.9999309778213501,0.7321779131889343,0.9208818078041077,-0.1973968893289566,0.9979437589645386,0.2665601968765259,0.9052390456199646,-0.2701222002506256,0.9990412592887878
82,0.5024121403694153,0.5133857131004333,-0.6719146966934204,0.9999358654022217,0.7323342561721802,0.9206832051277161,-0.19292312860488892,0.9978042244911194,0.26655644178390503,0.9053567051887512,-0.26901498436927795,0.9990211725234985
83,0.5023209452629089,0.5041750073432922,-0.6582483649253845,0.9999404549598694,0.7325302362442017,0.9206681251525879,-0.1823209971189499,0.9977262616157532,0.2665407359600067,0.9053537845611572,-0.2587353587150574,0.9990131855010986
84,0.5022886991500854,0.4981229603290558,-0.6496347784996033,0.9999448657035828,0.7325782775878906,0.9206532835960388,-0.17557188868522644,0.9976189136505127,0.266525536775589,0.9053597450256348,-0.24719585478305817,0.9990039467811584
85,0.5022838711738586,0.49388453364372253,-0.6531439423561096,0.9999486207962036,0.7325905561447144,0.920617401599884,-0.1775738000869751,0.9975205063819885,0.26670584082603455,0.9051758646965027,-0.24756859242916107,0.9989945888519287
86,0.5022647976875305,0.4867016673088074,-0.6427196860313416,0.9999514222145081,0.7325944304466248,0.9206101298332214,-0.1732768416404724,0.9974258542060852,0.2667054235935211,0.904956579208374,-0.2487669140100479,0.9989877343177795
87,0.5022488832473755,0.4802573323249817,-0.6467385292053223,0.999954879283905,0.7324042320251465,0.920487105846405,-0.1741102635860443,0.9973328709602356,0.2667182385921478,0.9043230414390564,-0.2488158643245697,0.998971700668335
88,0.5019265413284302,0.47611871361732483,-0.6487200856208801,0.9999573230743408,0.7323170304298401,0.920473575592041,-0.17571014165878296,0.9972396492958069,0.2667704224586487,0.9043245315551758,-0.24840283393859863,0.9989331364631653
89,0.5019094944000244,0.4717859625816345,-0.6503643989562988,0.9999598860740662,0.7321696877479553,0.9201177954673767,-0.17660322785377502,0.9971762299537659,0.26743820309638977,0.9042080640792847,-0.24519336223602295,0.9988946914672852
90,0.5019018054008484,0.4619613587856293,-0.6511185765266418,0.9999616742134094,0.7321725487709045,0.9202357530593872,-0.18021319806575775,0.996951699256897,0.2675824761390686,0.9041597247123718,-0.24556802213191986,0.9987981915473938
91,0.502011775970459,0.4538740813732147,-0.6503822803497314,0.9999638199806213,0.7321501970291138,0.9202070236206055,-0.1777639240026474,0.996881902217865,0.267889142036438,0.904021143913269,-0.2457440197467804,0.9987500309944153
92,0.5020075440406799,0.44910600781440735,-0.6340253353118896,0.9999654293060303,0.7321792840957642,0.9202439188957214,-0.1698836088180542,0.9968023300170898,0.26800981163978577,0.9043149948120117,-0.23424968123435974,0.9986422061920166
93,0.5023427605628967,0.4395846426486969,-0.6187147498130798,0.9999669194221497,0.7326305508613586,0.9202828407287598,-0.16558955609798431,0.9966974854469299,0.268078476190567,0.9046847224235535,-0.21986429393291473,0.9985182285308838
94,0.5025943517684937,0.434809148311615,-0.6118161082267761,0.9999675750732422,0.7326508164405823,0.9197932481765747,-0.1637859046459198,0.9966111183166504,0.26814278960227966,0.9048118591308594,-0.21368806064128876,0.9983590245246887
95,0.5027132034301758,0.4287845492362976,-0.6161364316940308,0.999967634677887,0.7325419783592224,0.9188084006309509,-0.1644572615623474,0.9964925050735474,0.26835986971855164,0.9046515822410583,-0.21634428203105927,0.9982436895370483
96,0.5027111172676086,0.4269683361053467,-0.6194890141487122,0.9999680519104004,0.7324759364128113,0.9181560277938843,-0.1702212542295456,0.9964121580123901,0.2690139412879944,0.9044868350028992,-0.21444080770015717,0.9981409311294556
97,0.5032552480697632,0.4243355989456177,-0.6213944554328918,0.9999685883522034,0.7324496507644653,0.9175788164138794,-0.18003951013088226,0.9963764548301697,0.26999321579933167,0.9042589068412781,-0.20984962582588196,0.9980723261833191
98,0.503406286239624,0.41796737909317017,-0.6107717156410217,0.9999677538871765,0.7323645949363708,0.9167153835296631,-0.17948192358016968,0.9962245225906372,0.27000126242637634,0.9034295082092285,-0.20066627860069275,0.9979376196861267
99,0.5035063624382019,0.41197094321250916,-0.5771120190620422,0.9999666213989258,0.7323309183120728,0.9156304001808167,-0.16410009562969208,0.9960810542106628,0.2706412672996521,0.9023652076721191,-0.19104380905628204,0.9977989196777344
100,0.5031528472900391,0.4084576964378357,-0.5600544214248657,0.9999648928642273,0.7322366237640381,0.9148586988449097,-0.1545858234167099,0.9959080219268799,0.27166396379470825,0.9011774063110352,-0.1801070123910904,0.9976489543914795
101,0.5022117495536804,0.406205415725708,-0.5429446697235107,0.9999638199806213,0.7322454452514648,0.9147318601608276,-0.12691260874271393,0.9958533644676208,0.27295276522636414,0.8999643921852112,-0.15241213142871857,0.9973869323730469
102,0.5009854435920715,0.4058959484100342,-0.5308863520622253,0.9999604225158691,0.7333041429519653,0.9148772954940796,-0.12589231133460999,0.9957548379898071,0.2748625874519348,0.8995358943939209,-0.13667768239974976,0.9971391558647156
103,0.49819251894950867,0.40702661871910095,-0.5324071645736694,0.999962329864502,0.7345449328422546,0.9151581525802612,-0.13020287454128265,0.9958372712135315,0.27692490816116333,0.8987458348274231,-0.12081266194581985,0.9969508051872253
104,0.49703651666641235,0.40756866335868835,-0.5098424553871155,0.9999608993530273,0.735045313835144,0.9159771203994751,-0.13247866928577423,0.9957170486450195,0.2773687243461609,0.8987357020378113,-0.10713149607181549,0.9966816902160645
105,0.49652326107025146,0.40704935789108276,-0.514647901058197,0.999962568283081,0.7350204586982727,0.9159548282623291,-0.1655174344778061,0.9958807229995728,0.2773611545562744,0.8987255692481995,-0.11406637728214264,0.99659264087677
106,0.49576669931411743,0.40700411796569824,-0.5170470476150513,0.9999648332595825,0.7348883152008057,0.9159185886383057,-0.16536648571491241,0.9960897564888,0.27738121151924133,0.8986383080482483,-0.11586163192987442,0.9965352416038513
107,0.494045227766037,0.4071792960166931,-0.5015028715133667,0.9999659657478333,0.7348900437355042,0.9158864617347717,-0.1651802808046341,0.9962260127067566,0.2774883806705475,0.8984141945838928,-0.10147834569215775,0.9964665770530701
108,0.49395135045051575,0.40747353434562683,-0.4967923164367676,0.999967634677887,0.7348914742469788,0.9158563613891602,-0.16909357905387878,0.9963926672935486,0.2774657905101776,0.898558497428894,-0.10613495111465454,0.9965237975120544
109,0.49389609694480896,0.4071720540523529,-0.5025727152824402,0.9999688863754272,0.7348425984382629,0.9154937863349915,-0.16877223551273346,0.9965657591819763,0.2774251103401184,0.898467481136322,-0.11096469312906265,0.9965417981147766
110,0.49392619729042053,0.4070649743080139,-0.5050123333930969,0.9999697804450989,0.7347012758255005,0.914859414100647,-0.17303253710269928,0.9966933131217957,0.2774518132209778,0.8980240821838379,-0.11112315207719803,0.9965133666992188
111,0.49405959248542786,0.40674731135368347,-0.5067504048347473,0.9999665021896362,0.7339370846748352,0.9135635495185852,-0.18261083960533142,0.9967649579048157,0.2775074243545532,0.8980112075805664,-0.11236197501420975,0.9964580535888672
112,0.49417638778686523,0.4068160951137543,-0.5095953941345215,0.9999633431434631,0.7330487370491028,0.9125193953514099,-0.19337646663188934,0.9968222975730896,0.2775072455406189,0.8977243304252625,-0.11281783133745193,0.9964640736579895
113,0.4943417012691498,0.4068670868873596,-0.5109618902206421,0.9999633431434631,0.73262619972229,0.9119464159011841,-0.19129987061023712,0.9969432950019836,0.27750715613365173,0.8977038860321045,-0.11314225196838379,0.9965301156044006
114,0.4943813681602478,0.4076076149940491,-0.5132485628128052,0.9999630451202393,0.7325940728187561,0.9119501113891602,-0.18586096167564392,0.9970054626464844,0.27731460332870483,0.8977527022361755,-0.11427103728055954,0.9965175986289978
115,0.4944396913051605,0.40926775336265564,-0.5153701305389404,0.9999625086784363,0.7325747013092041,0.9118363857269287,-0.18271292746067047,0.9970245361328125,0.2772177457809448,0.8976898193359375,-0.11508776992559433,0.9965376257896423
116,0.4944600462913513,0.4097572863101959,-0.5231462717056274,0.9999592900276184,0.732332170009613,0.9115177392959595,-0.18988338112831116,0.9969671964645386,0.2771056294441223,0.8976650834083557,-0.1150798350572586,0.9964917302131653
117,0.4944738447666168,0.4115278124809265,-0.5933189988136292,0.9999593496322632,0.7318179607391357,0.9109516739845276,-0.18934188783168793,0.9970511794090271,0.27687588334083557,0.8964192867279053,-0.11285040527582169,0.9964696168899536
118,0.4944900572299957,0.413704514503479,-0.5864635109901428,0.9999608397483826,0.7317414283752441,0.9107657670974731,-0.1887185126543045,0.9971266388893127,0.27679455280303955,0.8951451778411865,-0.08971986174583435,0.9963634014129639
119,0.49499380588531494,0.4145195484161377,-0.5784850120544434,0.9999593496322632,0.7317285537719727,0.9102020263671875,-0.18819072842597961,0.9971883893013,0.2768103778362274,0.8948996067047119,-0.08788233995437622,0.9963394403457642
120,0.49687862396240234,0.41454023122787476,-0.589991569519043,0.9999476075172424,0.7318236231803894,0.9099458456039429,-0.21435397863388062,0.9971292614936829,0.2768993377685547,0.8948107361793518,-0.09502976387739182,0.9963371753692627
