frame,NOSE_x,NOSE_y,NOSE_z,NOSE_v,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_v,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_v,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,LEFT_ELBOW_v,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,RIGHT_ELBOW_v,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,LEFT_WRIST_v,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,RIGHT_WRIST_v,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_v,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_v
0,0.45050889253616333,0.11734861880540848,-0.4155162274837494,0.9999966621398926,0.5545818209648132,0.2858506441116333,-0.043309424072504044,0.9999688863754272,0.3634713888168335,0.2935974895954132,-0.1216113269329071,0.9999598264694214,0.6943321228027344,0.3354130685329437,0.06349332630634308,0.9998637437820435,0.3225350081920624,0.5125529170036316,-0.01181450393050909,0.9992902278900146,0.8305473923683167,0.2975044846534729,-0.015297015197575092,0.9996192455291748,0.29093703627586365,0.7006053328514099,-0.026066167280077934,0.9988371729850769,0.5075398087501526,0.7358588576316833,0.019138749688863754,0.9998780488967896,0.38822153210639954,0.7315179705619812,-0.018506772816181183,0.9998012185096741
